10000	0.0194867
30000	0.0581633
50000	0.09616
70000	0.135033
90000	0.17357
110000	0.214043
130000	0.255183
150000	0.293037
170000	0.331963
190000	0.369187
210000	0.411343
230000	0.444687
250000	0.484113
270000	0.520647
290000	0.567043
310000	0.600803
330000	0.650223
350000	0.700513
370000	0.726353
390000	0.759053
410000	0.80005
430000	0.83356
450000	0.877973
470000	0.926337
490000	0.957007
510000	0.989427
530000	1.0293
550000	1.07042
570000	1.1069
590000	1.14742
610000	1.19246
630000	1.24275
650000	1.26222
670000	1.30234
690000	1.33314
710000	1.36868
730000	1.40837
750000	1.4519
770000	1.49058
790000	1.51171
810000	1.55269
830000	1.59935
850000	1.63359
870000	1.67258
890000	1.71079
910000	1.7487
930000	1.78814
950000	1.82785
970000	1.86598
990000	1.90433
1010000	1.9417
1030000	1.97959
1050000	2.01846
1070000	2.05753
1090000	2.09624
1110000	2.13352
1130000	2.17428
1150000	2.2135
1170000	2.25174
1190000	2.28993
1210000	2.33515
1230000	2.36985
1250000	2.40756
1270000	2.44431
1290000	2.48111
1310000	2.51977
1330000	2.55879
1350000	2.61986
1370000	2.63731
1390000	2.67518
1410000	2.74981
1430000	2.82012
1450000	2.88336
1470000	2.83213
1490000	3.01663
1510000	2.92924
1530000	2.96234
1550000	3.00973
1570000	3.10058
1590000	3.15281
1610000	3.17568
1630000	3.23012
1650000	3.2598
1670000	3.41973
1690000	3.32948
1710000	3.31023
1730000	3.36107
1750000	3.37496
1770000	3.40976
1790000	3.47547
1810000	3.50258
1830000	3.55944
1850000	3.56116
1870000	3.60816
1890000	3.63298
1910000	3.68585
1930000	3.72613
1950000	3.7612
1970000	3.79814
1990000	3.85055
2010000	3.898
2030000	3.92261
2050000	3.97142
2070000	4.0302
2090000	4.03538
2110000	4.09367
2130000	4.12986
2150000	4.14402
2170000	4.22095
2190000	4.22734
2210000	4.25603
2230000	4.28703
2250000	4.32996
2270000	4.3789
2290000	4.40194
2310000	4.43953
2330000	4.49258
2350000	4.52808
2370000	4.56803
2390000	4.60628
2410000	4.64059
2430000	4.68509
2450000	4.72785
2470000	4.75711
2490000	4.83102
2510000	4.9822
2530000	4.98916
2550000	5.08441
2570000	5.0699
2590000	5.1222
2610000	5.04045
2630000	5.32508
2650000	5.17679
2670000	5.15549
2690000	5.18054
2710000	5.2194
2730000	5.25838
2750000	5.30158
2770000	5.34628
2790000	5.37782
